Freq,Level
890.000000,49.044975
891.000000,49.054275
892.000000,49.063564
893.000000,49.072842
894.000000,49.082110
895.000000,49.091368
896.000000,49.100615
897.000000,49.109853
898.000000,49.119079
899.000000,49.128296
900.000000,49.137502
901.000000,49.146698
902.000000,49.155884
903.000000,49.165060
904.000000,49.174225
905.000000,49.183381
906.000000,49.192526
907.000000,49.201661
908.000000,49.210787
909.000000,49.219902
910.000000,49.229007
911.000000,49.238102
912.000000,49.247187
913.000000,49.256262
914.000000,49.265327
915.000000,49.274383
916.000000,49.283428
917.000000,49.292463
918.000000,49.301489
919.000000,49.310505
920.000000,49.319511
921.000000,49.328507
922.000000,49.337494
923.000000,49.346471
924.000000,49.355438
925.000000,49.364395
926.000000,49.373343
927.000000,49.382281
928.000000,49.391209
929.000000,49.400128
930.000000,49.409037
931.000000,49.417937
932.000000,49.426827
933.000000,49.435707
934.000000,49.444578
935.000000,49.453440
936.000000,49.462292
937.000000,49.471134
938.000000,49.479967
939.000000,49.488791
940.000000,49.497605
941.000000,49.506410
942.000000,49.515206
943.000000,49.523992
944.000000,49.532769
945.000000,49.541537
946.000000,49.550295
947.000000,49.559045
948.000000,49.567784
949.000000,49.576515
950.000000,49.585237
951.000000,49.593949
952.000000,49.602652
953.000000,49.611346
954.000000,49.620031
955.000000,49.628707
956.000000,49.637374
957.000000,49.646031
958.000000,49.654680
959.000000,49.663320
960.000000,49.671950
961.000000,49.680572
962.000000,49.689185
963.000000,49.697788
964.000000,49.706383
965.000000,49.714969
966.000000,49.723546
967.000000,49.732114
968.000000,49.740673
969.000000,49.749224
970.000000,49.757765
971.000000,49.766298
972.000000,49.774822
973.000000,49.783337
974.000000,49.791844
975.000000,49.800341
976.000000,49.808831
977.000000,49.817311
978.000000,49.825783
979.000000,49.834246
980.000000,49.842700
981.000000,49.851146
982.000000,49.859583
983.000000,49.868011
984.000000,49.876431
985.000000,49.884843
986.000000,49.893246
987.000000,49.901640
988.000000,49.910026
989.000000,49.918404
990.000000,49.926772
991.000000,49.935133
992.000000,49.943485
993.000000,49.951829
994.000000,49.960164
995.000000,49.968491
996.000000,49.976809
997.000000,49.985119
998.000000,49.993421
999.000000,50.001715
1000.000000,50.010000
1001.000000,50.027751
1002.000000,50.045484
1003.000000,50.063199
1004.000000,50.080897
1005.000000,50.098577
1006.000000,50.116239
1007.000000,50.133884
1008.000000,50.151511
1009.000000,50.169121
1010.000000,50.186714
1011.000000,50.204289
1012.000000,50.221846
1013.000000,50.239387
1014.000000,50.256910
1015.000000,50.274415
1016.000000,50.291904
1017.000000,50.309375
1018.000000,50.326829
1019.000000,50.344266
1020.000000,50.361686
1021.000000,50.379089
1022.000000,50.396475
1023.000000,50.413844
1024.000000,50.431195
1025.000000,50.448530
1026.000000,50.465848
1027.000000,50.483149
1028.000000,50.500434
1029.000000,50.517701
1030.000000,50.534952
1031.000000,50.552186
1032.000000,50.569403
1033.000000,50.586604
1034.000000,50.603787
1035.000000,50.620955
1036.000000,50.638105
1037.000000,50.655240
1038.000000,50.672357
1039.000000,50.689459
1040.000000,50.706543
1041.000000,50.723612
1042.000000,50.740663
1043.000000,50.757699
1044.000000,50.774718
1045.000000,50.791721
1046.000000,50.808708
1047.000000,50.825678
1048.000000,50.842633
1049.000000,50.859571
1050.000000,50.876493
1051.000000,50.893398
1052.000000,50.910288
1053.000000,50.927162
1054.000000,50.944020
1055.000000,50.960861
1056.000000,50.977687
1057.000000,50.994497
1058.000000,51.011291
1059.000000,51.028069
1060.000000,51.044831
1061.000000,51.061578
1062.000000,51.078308
1063.000000,51.095023
1064.000000,51.111722
1065.000000,51.128406
1066.000000,51.145074
1067.000000,51.161726
1068.000000,51.178362
1069.000000,51.194983
1070.000000,51.211589
1071.000000,51.228179
1072.000000,51.244753
1073.000000,51.261312
1074.000000,51.277856
1075.000000,51.294384
1076.000000,51.310897
1077.000000,51.327395
1078.000000,51.343877
1079.000000,51.360344
1080.000000,51.376795
1081.000000,51.393232
1082.000000,51.409653
1083.000000,51.426059
1084.000000,51.442450
1085.000000,51.458826
1086.000000,51.475187
1087.000000,51.491532
1088.000000,51.507863
1089.000000,51.524179
1090.000000,51.540479
1091.000000,51.556765
1092.000000,51.573036
1093.000000,51.589292
1094.000000,51.605533
1095.000000,51.621759
1096.000000,51.637970
1097.000000,51.654167
1098.000000,51.670349
1099.000000,51.686516
1100.000000,51.702668
1101.000000,51.718806
1102.000000,51.734929
1103.000000,51.751038
1104.000000,51.767132
1105.000000,51.783211
1106.000000,51.799276
1107.000000,51.815326
1108.000000,51.831362
1109.000000,51.847383
1110.000000,51.863390
1111.000000,51.879382
1112.000000,51.895360
1113.000000,51.911324
1114.000000,51.927273
1115.000000,51.943208
1116.000000,51.959129
1117.000000,51.975035
1118.000000,51.990928
1119.000000,52.006806
1120.000000,52.022669
1121.000000,52.038519
1122.000000,52.054355
1123.000000,52.070176
1124.000000,52.085983
1125.000000,52.101777
1126.000000,52.117556
1127.000000,52.133321
1128.000000,52.149073
1129.000000,52.164810
1130.000000,52.180533
1131.000000,52.196243
1132.000000,52.211938
1133.000000,52.227620
1134.000000,52.243288
1135.000000,52.258942
1136.000000,52.274582
1137.000000,52.290209
1138.000000,52.305822
1139.000000,52.321421
1140.000000,52.337006
1141.000000,52.352578
1142.000000,52.368136
1143.000000,52.383681
1144.000000,52.399212
1145.000000,52.414729
1146.000000,52.430233
1147.000000,52.445723
1148.000000,52.461200
1149.000000,52.476663
