"f","l_density"
20,-47.3952386147452
21,-45.7058947453517
22,-44.0951540447468
23,-42.5560259466736
24,-41.0824128747342
25,-39.6689643374485
26,-38.3109596566557
27,-37.0042128401187
28,-35.7449947626594
29,-34.5299690089802
30,-33.3561385974375
31,-32.2208014427569
32,-31.1215128920419
33,-30.056054027439
34,-29.0224047020338
35,-28.0187204853627
36,-27.0433128574264
37,-26.0946321169471
38,-25.1712525693959
39,-24.271859639348
40,-23.3952386147452
41,-22.5402647812079
42,-21.7058947453517
43,-20.8911587791916
44,-20.0951540447468
45,-19.3170385801297
46,-18.5560259466736
47,-17.8113804517786
48,-17.0824128747342
49,-16.3684766332769
50,-15.6689643374485
51,-14.983304684726
52,-14.3109596566557
53,-13.6514219825251
54,-13.0042128401187
55,-12.3688797674501
56,-11.7449947626594
57,-11.1321525520881
58,-10.5299690089802
59,-9.93807970735773
60,-9.35613859743748
61,-8.78381679053265
62,-8.22080144275691
63,-7.66679472804393
64,-7.12151289204192
65,-6.58468537935902
66,-6.05605402743904
67,-5.53537232105538
68,-5.02240470203377
69,-4.51692592936587
70,-4.01872048536273
71,-3.52758202392955
72,-3.04331285742642
73,-2.56572347892151
74,-2.09463211694712
75,-1.62986432014078
76,-1.17125256939587
77,-0.718635915364288
78,-0.271859639347966
79,0.169225064208547
80,0.604761385254776
81,1.03488717718908
82,1.45973521879208
83,1.87943346028427
84,2.29410525464833
85,2.70386957526291
86,3.10884122080843
87,3.50913100832756
88,3.90484595525322
89,4.29608945115162
90,4.68296141987027
91,5.06555847272679
92,5.44397405332639
93,5.81829857455084
94,6.18861954822138
95,6.55502170790082
96,6.91758712526583
97,7.27639532044914
98,7.63152336672307
99,7.98304598986871
100,8.33103566255147
101,8.67556269400115
102,9.01669531527397
103,9.35449976035532
104,9.68904034334429
105,10.020379531945
106,10.3485780174749
107,10.6736947815856
108,10.9957871598813
109,11.3149109026043
110,11.6311202325499
111,11.9444679003606
112,12.2550052373406
113,12.5627822059226
114,12.8678474479119
115,13.1702483306231
116,13.4700309910198
117,13.7672403779598
118,14.0619202926423
119,14.3541134273487
120,14.6438614025625
121,14.9312048025484
122,15.2161832094673
123,15.4988352360998
124,15.7791985572431
125,16.0573099398482
126,16.3332052719561
127,16.6069195904901
128,16.8784871079581
129,17.1479412381162
130,17.415314620641
131,17.6806391448569
132,17.943945972561
133,18.2052655599866
134,18.4646276789446
135,18.722061437178
136,18.9775952979662
137,19.2312570990107
138,19.4830740706341
139,19.7330728533223
140,19.9812795146373
141,20.2277195655291
142,20.4724179760704
143,20.7153991906394
144,20.9566871425736
145,21.1963052683165
146,21.4342765210785
147,21.6706233840308
148,21.9053678830529
149,22.13853159905
150,22.3701356798592
151,22.60020085176
152,22.8287474306041
153,23.0557953325817
154,23.2813640846357
155,23.5054728345398
156,23.728140360652
157,23.9493850813571
158,24.1692250642085
159,24.3876780347826
160,24.6047613852548
161,24.8204921827089
162,25.0348871771891
163,25.2479628095039
164,25.4597352187921
165,25.6702202498577
166,25.8794334602843
167,26.0873901273353
168,26.2941052546483
169,26.4995935787305
170,26.7038695752629
171,26.9069474652196
172,27.1088412208084
173,27.3095645712395
174,27.5091310083276
175,27.707553791934
176,27.9048459552532
177,28.10102030995
178,28.2960894511516
179,28.4900657623002
180,28.6829614198703
181,28.874788397955
182,29.0655584727268
183,29.2552832267751
184,29.4439740533264
185,29.6316421603496
186,29.8182985745508
187,30.0039541452614
188,30.1886195482214
189,30.3723052892638
190,30.5550217079008
191,30.736778980816
192,30.9175871252658
193,31.097456002392
194,31.2763953204491
195,31.4544146379487
196,31.6315233667231
197,31.8077307749111
198,31.9830459898687
199,32.1574780010057
200,32.3310356625515
201,32.5037276962524
202,32.6755626940012
203,32.8465491204023
204,33.016695315274
205,33.1860094960888
206,33.3544997603553
207,33.5221740879419
208,33.6890403433443
209,33.8551062778993
210,34.020379531945
211,34.1848676369305
212,34.3485780174749
213,34.5115179933782
214,34.6736947815856
215,34.8351154981051
216,34.9957871598813
217,35.1557166866256
218,35.3149109026043
219,35.4733765383862
220,35.6311202325499
221,35.7881485333524
222,35.9444679003606
223,36.1000847060454
224,36.2550052373406
225,36.409235697167
226,36.5627822059226
227,36.71565080294
228,36.8678474479119
229,37.0193780222847
230,37.1702483306231
231,37.3204641019435
232,37.4700309910198
233,37.6189545796608
234,37.7672403779598
235,37.9148938255181
236,38.0619202926423
237,38.2083250815163
238,38.3541134273487
239,38.499290499496
240,38.6438614025625
241,38.7878311774772
242,38.9312048025484
243,39.0739871944968
244,39.2161832094674
245,39.3577976440198
246,39.4988352360998
247,39.6393006659903
248,39.7791985572431
249,39.918533477592
250,40.0573099398482
251,40.0869628881236
252,40.1164979317207
253,40.1459160045419
254,40.1752180294369
255,40.2044049183773
256,40.2334775726265
257,40.2624368829067
258,40.2912837295628
259,40.3200189827228
260,40.3486435024553
261,40.3771581389243
262,40.4055637325401
263,40.4338611141084
264,40.4620511049761
265,40.490134517174
266,40.5181121535575
267,40.5459848079442
268,40.5737532652489
269,40.6014183016164
270,40.6289806845518
271,40.6564411730479
272,40.6838005177108
273,40.7110594608831
274,40.7382187367647
275,40.7652790715313
276,40.7922411834511
277,40.8191057829991
278,40.8458735729695
279,40.8725452485858
280,40.8991214976095
281,40.9256030004464
282,40.9519904302508
283,40.9782844530287
284,41.0044857277381
285,41.0305949063886
286,41.0566126341385
287,41.0825395493904
288,41.1083762838854
289,41.1341234627952
290,41.1597817048131
291,41.1853516222431
292,41.2108338210876
293,41.2362289011336
294,41.2615374560374
295,41.2867600734075
296,41.3118973348874
297,41.336949816235
298,41.3619180874024
299,41.3868027126135
300,41.4116042504406
301,41.4363232538794
302,41.4609602704232
303,41.4855158421356
304,41.5099905057222
305,41.5343847926005
306,41.5586992289697
307,41.5829343358787
308,41.6070906292927
309,41.6311686201596
310,41.6551688144746
311,41.6790917133439
312,41.7029378130478
313,41.7267076051022
314,41.7504015763195
315,41.7740202088684
316,41.7975639803329
317,41.8210333637698
318,41.8444288277665
319,41.8677508364962
320,41.8909998497742
321,41.9141763231112
322,41.9372807077677
323,41.9603134508065
324,41.9832749951443
325,42.006165779603
326,42.0289862389603
327,42.0517368039988
328,42.074417901555
329,42.0970299545675
330,42.1195733821238
331,42.1420485995076
332,42.1644560182444
333,42.1867960461463
334,42.2090690873573
335,42.2312755423966
336,42.253415808202
337,42.2754902781725
338,42.2974993422102
339,42.3194433867616
340,42.3413227948585
341,42.3631379461577
342,42.3848892169811
343,42.406576980354
344,42.428201606044
345,42.4497634605988
346,42.4712629073831
347,42.4927003066157
348,42.5140760154055
349,42.5353903877874
350,42.5566437747572
351,42.5778365243067
352,42.5989689814573
353,42.6200414882944
354,42.641054384
355,42.6620080048858
356,42.6829026844254
357,42.7037387532863
358,42.724516539361
359,42.7452363677981
360,42.7658985610331
361,42.7865034388179
362,42.8070513182511
363,42.827542513807
364,42.8479773373644
