"f","l_density"
286,37.8200865311428
287,37.8321797563317
288,37.8442309180436
289,37.8562403078807
290,37.8682082144234
291,37.8801349232716
292,37.8920207170863
293,37.9038658756291
294,37.9156706758023
295,37.9274353916872
296,37.9391602945826
297,37.9508456530425
298,37.9624917329124
299,37.9740987973663
300,37.9856671069418
301,37.9971969195757
302,38.0086884906381
303,38.0201420729666
304,38.0315579168993
305,38.0429362703083
306,38.0542773786314
307,38.0655814849039
308,38.0768488297903
309,38.0880796516147
310,38.0992741863909
311,38.1104326678526
312,38.1215553274823
313,38.1326423945404
314,38.1436940960932
315,38.1547106570413
316,38.1656923001464
317,38.1766392460592
318,38.187551713345
319,38.1984299185108
320,38.2092740760304
321,38.2200843983702
322,38.2308610960138
323,38.2416043774871
324,38.252314449382
325,38.2629915163805
326,38.2736357812782
327,38.2842474450073
328,38.2948267066592
329,38.3053737635075
330,38.3158888110293
331,38.3263720429276
332,38.3368236511521
333,38.347243825921
334,38.3576327557412
335,38.3679906274289
336,38.3783176261298
337,38.3886139353392
338,38.398879736921
339,38.4091152111275
340,38.4193205366182
341,38.4294958904784
342,38.4396414482377
343,38.4497573838885
344,38.4598438699033
345,38.4699010772528
346,38.4799291754231
347,38.4899283324329
348,38.4998987148503
349,38.5098404878098
350,38.5197538150281
351,38.5296388588207
352,38.5394957801179
353,38.5493247384802
354,38.5591258921142
355,38.5688993978873
356,38.5786454113435
357,38.5883640867176
358,38.5980555769503
359,38.6077200337023
360,38.6173576073688
361,38.6269684470935
362,38.6365527007822
363,38.6461105151168
364,38.6556420355685
365,38.6651474064115
366,38.6746267707353
367,38.6840802704586
368,38.6935080463414
369,38.7029102379976
370,38.7122869839079
371,38.7216384214313
372,38.7309646868179
373,38.7402659152203
374,38.7495422407057
375,38.758793796267
376,38.7680207138351
377,38.7772231242891
378,38.7864011574682
379,38.7955549421828
380,38.8046846062246
381,38.8137902763779
382,38.82287207843
383,38.8319301371817
384,38.8409645764574
385,38.8499755191155
386,38.8589630870583
387,38.8679274012417
388,38.8768685816854
389,38.8857867474822
390,38.8946820168075
391,38.9035545069292
392,38.9124043342161
393,38.9212316141479
394,38.9300364613239
395,38.9388189894717
396,38.9475793114563
397,38.9563175392889
398,38.9650337841352
399,38.973728156324
400,38.9824007653556
401,38.9910517199103
402,38.9996811278559
403,39.0082890962566
404,39.0168757313804
405,39.0254411387072
406,39.0339854229366
407,39.0425086879953
408,39.0510110370452
409,39.0594925724903
410,39.0679533959845
411,39.0763936084388
412,39.0848133100285
413,39.0932126002004
414,39.1015915776798
415,39.1099503404773
416,39.1182889858961
417,39.1266076105383
418,39.134906310312
419,39.1431851804378
420,39.1514443154551
421,39.1596838092291
422,39.1679037549568
423,39.1761042451735
424,39.1842853717589
425,39.1924472259434
426,39.2005898983143
427,39.2087134788216
428,39.216818056784
429,39.224903720895
430,39.2329705592285
431,39.2410186592448
432,39.2490481077958
433,39.2570589911314
434,39.2650513949041
435,39.2730254041756
436,39.2809811034211
437,39.2889185765355
438,39.2968379068385
439,39.3047391770794
440,39.3126224694431
441,39.3204878655545
442,39.3283354464839
443,39.336165292752
444,39.3439774843349
445,39.3517721006687
446,39.3595492206549
447,39.3673089226646
448,39.3750512845437
449,39.3827763836171
450,39.390484296694
451,39.3981751000719
452,39.4058488695413
453,39.4135056803904
454,39.4211456074091
455,39.4287687248938
456,39.4363751066516
457,39.4439648260044
458,39.4515379557936
459,39.4590945683836
460,39.4666347356666
461,39.4741585290664
462,39.4816660195425
463,39.4891572775942
464,39.4966323732642
465,39.5040913761431
466,39.511534355373
467,39.5189613796513
468,39.5263725172345
469,39.5337678359421
470,39.5411474031603
471,39.5485112858454
472,39.555859550528
473,39.563192263316
474,39.5705094898987
475,39.5778112955498
476,39.5850977451314
477,39.5923689030973
478,39.599624833496
479,39.6068655999748
480,39.6140912657826
481,39.6213018937736
482,39.62849754641
483,39.635678285766
484,39.6428441735306
485,39.6499952710106
486,39.6571316391342
487,39.6642533384538
488,39.6713604291491
489,39.6784529710304
490,39.6855310235413
491,39.6925946457618
492,39.6996438964115
493,39.7066788338519
494,39.7136995160903
495,39.7207060007815
496,39.7276983452317
497,39.7346766064006
498,39.7416408409043
499,39.7485911050186
500,39.7555274546809
501,39.7459011708642
502,39.736294082043
503,39.7267061118192
504,39.7171371842498
505,39.7075872238436
506,39.6980561555574
507,39.6885439047924
508,39.6790503973908
509,39.6695755596323
510,39.6601193182308
511,39.6506816003306
512,39.6412623335035
513,39.6318614457454
514,39.6224788654726
515,39.6131145215189
516,39.6037683431322
517,39.5944402599716
518,39.5851302021037
519,39.5758380999998
520,39.5665638845327
521,39.5573074869738
522,39.5480688389897
523,39.5388478726392
524,39.5296445203709
525,39.5204587150193
526,39.5112903898027
527,39.5021394783196
528,39.4930059145464
529,39.4838896328342
530,39.4747905679061
531,39.4657086548541
532,39.4566438291369
533,39.4475960265765
534,39.4385651833561
535,39.4295512360169
536,39.4205541214557
537,39.4115737769219
538,39.4026101400156
539,39.3936631486841
540,39.38473274122
541,39.3758188562584
542,39.3669214327742
543,39.3580404100799
544,39.3491757278229
545,39.3403273259834
546,39.3314951448712
547,39.3226791251241
548,39.3138792077052
549,39.3050953339003
550,39.296327445316
551,39.2875754838767
552,39.2788393918232
553,39.2701191117097
554,39.2614145864017
555,39.2527257590739
556,39.244052573208
557,39.23539497259
558,39.2267529013089
559,39.2181263037536
560,39.2095151246115
561,39.2009193088658
562,39.1923388017939
563,39.1837735489648
564,39.1752234962374
565,39.1666885897584
566,39.1581687759601
567,39.1496640015585
568,39.1411742135513
569,39.1326993592158
570,39.1242393861071
571,39.1157942420562
572,39.1073638751678
573,39.0989482338186
574,39.0905472666553
575,39.0821609225928
576,39.0737891508122
577,39.0654319007594
578,39.0570891221424
579,39.0487607649303
580,39.0404467793514
581,39.0321471158907
582,39.0238617252892
583,39.0155905585411
584,39.007333566893
585,38.9990907018414
586,38.9908619151316
587,38.9826471587554
588,38.9744463849499
589,38.966259546196
590,38.9580865952158
591,38.9499274849721
592,38.9417821686661
593,38.933650599736
594,38.9255327318551
595,38.9174285189309
596,38.9093379151028
597,38.901260874741
598,38.8931973524446
599,38.8851473030406
600,38.8771106815818
601,38.8690874433455
602,38.8610775438324
603,38.8530809387644
604,38.8450975840837
605,38.837127435951
606,38.8291704507445
607,38.8212265850579
608,38.8132957956993
609,38.8053780396898
610,38.7974732742621
611,38.7895814568588
612,38.7817025451317
613,38.7738364969396
614,38.7659832703476
615,38.7581428236255
616,38.7503151152466
617,38.742500103886
618,38.7346977484198
619,38.7269080079234
620,38.7191308416706
621,38.711366209132
622,38.7036140699736
623,38.6958743840563
624,38.6881471114336
625,38.6804322123513
626,38.6727296472456
627,38.6650393767422
628,38.6573613616552
629,38.6496955629856
630,38.6420419419202
631,38.6344004598307
632,38.6267710782722
633,38.619153758982
634,38.6115484638788
635,38.6039551550612
636,38.596373794807
637,38.5888043455714
638,38.5812467699865
639,38.57370103086
640,38.566167091174
641,38.558644914084
642,38.5511344629178
643,38.5436357011746
644,38.5361485925234
645,38.5286731008027
646,38.5212091900187
647,38.513756824345
648,38.506315968121
649,38.4988865858509
650,38.4914686422032
651,38.4840621020091
652,38.4766669302618
653,38.4692830921155
654,38.4619105528843
655,38.4545492780413
656,38.4471992332177
657,38.4398603842017
658,38.4325326969376
659,38.4252161375247
660,38.4179106722169
661,38.4106162674209
662,38.403332889696
663,38.3960605057531
664,38.3887990824532
665,38.3815485868073
666,38.3743089859749
667,38.3670802472633
668,38.3598623381269
669,38.352655226166
670,38.3454588791261
671,38.3382732648972
672,38.3310983515124
673,38.3239341071478
674,38.316780500121
675,38.3096374988905
676,38.302505072055
677,38.2953831883525
678,38.2882718166593
679,38.2811709259894
680,38.2740804854934
681,38.2670004644582
682,38.2599308323057
683,38.2528715585923
684,38.245822613008
685,38.2387839653757
686,38.2317555856501
687,38.2247374439176
688,38.2177295103949
689,38.2107317554284
690,38.2037441494937
691,38.1967666631946
692,38.1897992672624
693,38.1828419325553
694,38.1758946300575
695,38.1689573308784
696,38.1620300062523
697,38.1551126275372
698,38.1482051662143
699,38.1413075938874
700,38.1344198822819
701,38.1275420032446
702,38.1206739287424
703,38.1138156308619
704,38.1069670818091
705,38.1001282539079
706,38.0932991196001
707,38.0864796514447
708,38.0796698221167
709,38.0728696044071
710,38.0660789712217
711,38.0592978955809
712,38.0525263506188
713,38.0457643095825
714,38.0390117458318
715,38.0322686328383
716,38.0255349441846
717,38.0188106535642
718,38.0120957347804
719,38.0053901617461
720,37.9986939084827
721,37.9920069491199
722,37.9853292578951
723,37.9786608091524
724,37.9720015773425
725,37.9653515370218
726,37.9587106628519
727,37.9520789295992
728,37.9454563121338
729,37.9388427854297
730,37.9322383245635
731,37.9256429047143
732,37.919056501163
733,37.9124790892917
734,37.9059106445832
735,37.8993511426204
736,37.8928005590859
737,37.8862588697612
738,37.8797260505265
739,37.8732020773597
740,37.8666869263366
741,37.8601805736294
742,37.8536829955071
743,37.8471941683345
744,37.8407140685715
745,37.8342426727733
746,37.827779957589
747,37.8213258997619
748,37.8148804761285
749,37.808443663618
750,37.8020154392522
